Variable_name	Value
log_slow_admin_statements	ON
log_slow_disabled_statements	sp
log_slow_filter	admin,filesort,filesort_on_disk,filesort_priority_queue,full_join,full_scan,query_cache,query_cache_miss,tmp_table,tmp_table_on_disk
log_slow_max_warnings	10
log_slow_min_examined_row_limit	0
log_slow_query	ON
log_slow_query_file	MacBook-Pro-Arttu-slow.log
log_slow_query_time	10.000000
log_slow_rate_limit	1
log_slow_slave_statements	ON
log_slow_verbosity	
slow_launch_time	2
slow_query_log	ON
slow_query_log_file	MacBook-Pro-Arttu-slow.log
196979	Rojola	Heli
197621	Rojola	Heli
198720	Rojola	Heli
199632	Rojola	Heli
3	Rojola	Ira
206	Rojola	Ira
1179	Rojola-Heinonen	Ira
1866	Rojola	Ira
5376	Rojola	Ira
5443	Rojola	Ira
5607	Rojola	Ira
6469	Rojola	Ira
7294	Rojola	Ira
9461	Rojola	Ira
9671	Rojola	Ira
10094	Rojola	Ira
11413	Rojola	Ira
11738	Rojola	Ira
12244	Rojola	Ira
13047	Rojola	Ira
15476	Rojola	Ira
18407	Rojola	Ira
24044	Rojola	Ira
24066	Rojola	Ira
26509	Rojola-Auvinen	Ira
28292	Rojola	Ira
30320	Rojola	Ira
32094	Rojola	Ira
37119	Rojola	Ira
39437	Rojola	Ira
40270	Rojola	Ira
40600	Rojola	Ira
42541	Rojola	Ira
43285	Rojola	Ira
45918	Laitamo-Rojola	Ira
46519	Rojola	Ira
47522	Rojola	Ira
48664	Rojola	Ira
50163	Rojola	Ira
51065	Rojola	Ira
53432	Rojola	Ira
55375	Rojola	Ira
55736	Ollikainen-Rojola	Ira
56196	Rojola	Ira
61538	Rojola	Ira
64254	Rojola	Ira
66363	Rojola	Ira
66979	Rojola-Rajala	Ira
68219	Rojola	Ira
71215	Rojola	Ira
71733	Rojola	Ira
74971	Häkkinen-Rojola	Ira
76212	Rojola	Ira
79318	Rojola	Ira
81227	Rojola	Ira
81975	Rojola	Ira
87081	Rojola	Ira
88357	Rojola	Ira
89019	Rojola	Ira
91841	Rojola	Ira
92299	Rojola	Ira
97570	Rojola	Ira
97630	Rojola	Ira
99720	Rojola	Ira
99753	Rojola	Ira
107288	Rojola-Uutela	Ira
110170	Rojola	Ira
111197	Rojola	Ira
111640	Wuotila-Rojola	Ira
114982	Rojola	Ira
115272	Rojola	Ira
115298	Rojola	Ira
115935	Rojola	Ira
117692	Rojola	Ira
123204	Rojola	Ira
124259	Mottisenkangas-Rojola	Ira
125850	Rojola	Ira
126623	Rojola	Ira
126819	Stepanov-Rojola	Ira
129695	Rojola	Ira
131459	Rojola	Ira
132236	Rojola	Ira
132745	Rojola	Ira
135215	Rojola	Ira
135299	Paavola-Rojola	Ira
135519	Rojola	Ira
136156	Rojola	Ira
136834	Rojola	Ira
136990	Rojola	Ira
137027	Rojola	Ira
146857	Rojola	Ira
149258	Rojola	Ira
149415	Rojola-Ruottinen	Ira
152450	Rojola	Ira
152539	Kohonen-Rojola	Ira
152750	Rojola	Ira
154835	Rojola	Ira
155465	Rojola	Ira
158957	Rojola	Ira
159208	Rojola	Ira
160085	Rojola-Kähkönen	Ira
163554	Rojola	Ira
164153	Rojola	Ira
164918	Vanninen-Rojola	Ira
168449	Rojola	Ira
172311	Rojola	Ira
173258	Rojola	Ira
174364	Rojola	Ira
175094	Rojola	Ira
175253	Rojola	Ira
176917	Rojola	Ira
177825	Rojola	Ira
178222	Rojola	Ira
179838	Rojola	Ira
180744	Rojola	Ira
182603	Rojola	Ira
183368	Rojola	Ira
184592	Mynttinen-Rojola	Ira
185206	Rojola	Ira
186419	Rojola	Ira
187117	Rojola	Ira
190421	Rojola	Ira
191298	Rojola	Ira
193437	Rojola	Ira
196979	Rojola	Ira
197621	Rojola	Ira
198720	Rojola	Ira
199632	Rojola	Ira
3	Rojola	Jukka
206	Rojola	Jukka
1179	Rojola-Heinonen	Jukka
1866	Rojola	Jukka
5376	Rojola	Jukka
5443	Rojola	Jukka
5607	Rojola	Jukka
6469	Rojola	Jukka
7294	Rojola	Jukka
9461	Rojola	Jukka
9671	Rojola	Jukka
10094	Rojola	Jukka
11413	Rojola	Jukka
11738	Rojola	Jukka
12244	Rojola	Jukka
13047	Rojola	Jukka
15476	Rojola	Jukka
18407	Rojola	Jukka
24044	Rojola	Jukka
24066	Rojola	Jukka
26509	Rojola-Auvinen	Jukka
28292	Rojola	Jukka
30320	Rojola	Jukka
32094	Rojola	Jukka
37119	Rojola	Jukka
39437	Rojola	Jukka
40270	Rojola	Jukka
40600	Rojola	Jukka
42541	Rojola	Jukka
43285	Rojola	Jukka
45918	Laitamo-Rojola	Jukka
46519	Rojola	Jukka
47522	Rojola	Jukka
48664	Rojola	Jukka
50163	Rojola	Jukka
51065	Rojola	Jukka
53432	Rojola	Jukka
55375	Rojola	Jukka
55736	Ollikainen-Rojola	Jukka
56196	Rojola	Jukka
61538	Rojola	Jukka
64254	Rojola	Jukka
66363	Rojola	Jukka
66979	Rojola-Rajala	Jukka
68219	Rojola	Jukka
71215	Rojola	Jukka
71733	Rojola	Jukka
74971	Häkkinen-Rojola	Jukka
76212	Rojola	Jukka
79318	Rojola	Jukka
81227	Rojola	Jukka
81975	Rojola	Jukka
87081	Rojola	Jukka
88357	Rojola	Jukka
89019	Rojola	Jukka
91841	Rojola	Jukka
92299	Rojola	Jukka
97570	Rojola	Jukka
97630	Rojola	Jukka
99720	Rojola	Jukka
99753	Rojola	Jukka
107288	Rojola-Uutela	Jukka
110170	Rojola	Jukka
111197	Rojola	Jukka
111640	Wuotila-Rojola	Jukka
114982	Rojola	Jukka
115272	Rojola	Jukka
115298	Rojola	Jukka
115935	Rojola	Jukka
117692	Rojola	Jukka
123204	Rojola	Jukka
124259	Mottisenkangas-Rojola	Jukka
125850	Rojola	Jukka
126623	Rojola	Jukka
126819	Stepanov-Rojola	Jukka
129695	Rojola	Jukka
131459	Rojola	Jukka
132236	Rojola	Jukka
132745	Rojola	Jukka
135215	Rojola	Jukka
135299	Paavola-Rojola	Jukka
135519	Rojola	Jukka
136156	Rojola	Jukka
136834	Rojola	Jukka
136990	Rojola	Jukka
137027	Rojola	Jukka
146857	Rojola	Jukka
149258	Rojola	Jukka
149415	Rojola-Ruottinen	Jukka
152450	Rojola	Jukka
152539	Kohonen-Rojola	Jukka
152750	Rojola	Jukka
154835	Rojola	Jukka
155465	Rojola	Jukka
158957	Rojola	Jukka
159208	Rojola	Jukka
160085	Rojola-Kähkönen	Jukka
163554	Rojola	Jukka
164153	Rojola	Jukka
164918	Vanninen-Rojola	Jukka
168449	Rojola	Jukka
172311	Rojola	Jukka
173258	Rojola	Jukka
174364	Rojola	Jukka
175094	Rojola	Jukka
175253	Rojola	Jukka
176917	Rojola	Jukka
177825	Rojola	Jukka
178222	Rojola	Jukka
179838	Rojola	Jukka
180744	Rojola	Jukka
182603	Rojola	Jukka
183368	Rojola	Jukka
184592	Mynttinen-Rojola	Jukka
185206	Rojola	Jukka
186419	Rojola	Jukka
187117	Rojola	Jukka
190421	Rojola	Jukka
191298	Rojola	Jukka
193437	Rojola	Jukka
196979	Rojola	Jukka
197621	Rojola	Jukka
198720	Rojola	Jukka
199632	Rojola	Jukka
3	Rojola	Rami
206	Rojola	Rami
1179	Rojola-Heinonen	Rami
1866	Rojola	Rami
5376	Rojola	Rami
5443	Rojola	Rami
5607	Rojola	Rami
6469	Rojola	Rami
7294	Rojola	Rami
9461	Rojola	Rami
9671	Rojola	Rami
10094	Rojola	Rami
11413	Rojola	Rami
11738	Rojola	Rami
12244	Rojola	Rami
13047	Rojola	Rami
15476	Rojola	Rami
18407	Rojola	Rami
24044	Rojola	Rami
24066	Rojola	Rami
26509	Rojola-Auvinen	Rami
28292	Rojola	Rami
30320	Rojola	Rami
32094	Rojola	Rami
37119	Rojola	Rami
39437	Rojola	Rami
40270	Rojola	Rami
40600	Rojola	Rami
42541	Rojola	Rami
43285	Rojola	Rami
45918	Laitamo-Rojola	Rami
46519	Rojola	Rami
47522	Rojola	Rami
48664	Rojola	Rami
50163	Rojola	Rami
51065	Rojola	Rami
53432	Rojola	Rami
55375	Rojola	Rami
55736	Ollikainen-Rojola	Rami
56196	Rojola	Rami
61538	Rojola	Rami
64254	Rojola	Rami
66363	Rojola	Rami
66979	Rojola-Rajala	Rami
68219	Rojola	Rami
71215	Rojola	Rami
71733	Rojola	Rami
74971	Häkkinen-Rojola	Rami
76212	Rojola	Rami
79318	Rojola	Rami
81227	Rojola	Rami
81975	Rojola	Rami
87081	Rojola	Rami
88357	Rojola	Rami
89019	Rojola	Rami
91841	Rojola	Rami
92299	Rojola	Rami
97570	Rojola	Rami
97630	Rojola	Rami
99720	Rojola	Rami
99753	Rojola	Rami
107288	Rojola-Uutela	Rami
110170	Rojola	Rami
111197	Rojola	Rami
111640	Wuotila-Rojola	Rami
114982	Rojola	Rami
115272	Rojola	Rami
115298	Rojola	Rami
115935	Rojola	Rami
117692	Rojola	Rami
123204	Rojola	Rami
124259	Mottisenkangas-Rojola	Rami
125850	Rojola	Rami
126623	Rojola	Rami
126819	Stepanov-Rojola	Rami
129695	Rojola	Rami
131459	Rojola	Rami
132236	Rojola	Rami
132745	Rojola	Rami
135215	Rojola	Rami
135299	Paavola-Rojola	Rami
135519	Rojola	Rami
136156	Rojola	Rami
136834	Rojola	Rami
136990	Rojola	Rami
137027	Rojola	Rami
146857	Rojola	Rami
149258	Rojola	Rami
149415	Rojola-Ruottinen	Rami
152450	Rojola	Rami
152539	Kohonen-Rojola	Rami
152750	Rojola	Rami
154835	Rojola	Rami
155465	Rojola	Rami
158957	Rojola	Rami
159208	Rojola	Rami
160085	Rojola-Kähkönen	Rami
163554	Rojola	Rami
164153	Rojola	Rami
164918	Vanninen-Rojola	Rami
168449	Rojola	Rami
172311	Rojola	Rami
173258	Rojola	Rami
174364	Rojola	Rami
175094	Rojola	Rami
175253	Rojola	Rami
176917	Rojola	Rami
177825	Rojola	Rami
178222	Rojola	Rami
179838	Rojola	Rami
180744	Rojola	Rami
182603	Rojola	Rami
183368	Rojola	Rami
184592	Mynttinen-Rojola	Rami
185206	Rojola	Rami
186419	Rojola	Rami
187117	Rojola	Rami
190421	Rojola	Rami
191298	Rojola	Rami
193437	Rojola	Rami
196979	Rojola	Rami
197621	Rojola	Rami
198720	Rojola	Rami
199632	Rojola	Rami
3	Rojola	Irene
206	Rojola	Irene
1179	Rojola-Heinonen	Irene
1866	Rojola	Irene
5376	Rojola	Irene
5443	Rojola	Irene
5607	Rojola	Irene
6469	Rojola	Irene
7294	Rojola	Irene
9461	Rojola	Irene
9671	Rojola	Irene
10094	Rojola	Irene
11413	Rojola	Irene
11738	Rojola	Irene
12244	Rojola	Irene
13047	Rojola	Irene
15476	Rojola	Irene
18407	Rojola	Irene
24044	Rojola	Irene
24066	Rojola	Irene
26509	Rojola-Auvinen	Irene
28292	Rojola	Irene
30320	Rojola	Irene
32094	Rojola	Irene
37119	Rojola	Irene
39437	Rojola	Irene
40270	Rojola	Irene
40600	Rojola	Irene
42541	Rojola	Irene
43285	Rojola	Irene
45918	Laitamo-Rojola	Irene
46519	Rojola	Irene
47522	Rojola	Irene
48664	Rojola	Irene
50163	Rojola	Irene
51065	Rojola	Irene
53432	Rojola	Irene
55375	Rojola	Irene
55736	Ollikainen-Rojola	Irene
56196	Rojola	Irene
61538	Rojola	Irene
64254	Rojola	Irene
66363	Rojola	Irene
66979	Rojola-Rajala	Irene
68219	Rojola	Irene
71215	Rojola	Irene
71733	Rojola	Irene
74971	Häkkinen-Rojola	Irene
76212	Rojola	Irene
79318	Rojola	Irene
81227	Rojola	Irene
81975	Rojola	Irene
87081	Rojola	Irene
88357	Rojola	Irene
89019	Rojola	Irene
91841	Rojola	Irene
92299	Rojola	Irene
97570	Rojola	Irene
97630	Rojola	Irene
99720	Rojola	Irene
99753	Rojola	Irene
107288	Rojola-Uutela	Irene
110170	Rojola	Irene
111197	Rojola	Irene
111640	Wuotila-Rojola	Irene
114982	Rojola	Irene
115272	Rojola	Irene
115298	Rojola	Irene
115935	Rojola	Irene
117692	Rojola	Irene
123204	Rojola	Irene
124259	Mottisenkangas-Rojola	Irene
125850	Rojola	Irene
126623	Rojola	Irene
126819	Stepanov-Rojola	Irene
129695	Rojola	Irene
131459	Rojola	Irene
132236	Rojola	Irene
132745	Rojola	Irene
135215	Rojola	Irene
135299	Paavola-Rojola	Irene
135519	Rojola	Irene
136156	Rojola	Irene
136834	Rojola	Irene
136990	Rojola	Irene
137027	Rojola	Irene
146857	Rojola	Irene
149258	Rojola	Irene
149415	Rojola-Ruottinen	Irene
152450	Rojola	Irene
152539	Kohonen-Rojola	Irene
152750	Rojola	Irene
154835	Rojola	Irene
155465	Rojola	Irene
158957	Rojola	Irene
159208	Rojola	Irene
160085	Rojola-Kähkönen	Irene
163554	Rojola	Irene
164153	Rojola	Irene
164918	Vanninen-Rojola	Irene
168449	Rojola	Irene
172311	Rojola	Irene
173258	Rojola	Irene
174364	Rojola	Irene
175094	Rojola	Irene
175253	Rojola	Irene
176917	Rojola	Irene
177825	Rojola	Irene
178222	Rojola	Irene
179838	Rojola	Irene
180744	Rojola	Irene
182603	Rojola	Irene
183368	Rojola	Irene
184592	Mynttinen-Rojola	Irene
185206	Rojola	Irene
186419	Rojola	Irene
187117	Rojola	Irene
190421	Rojola	Irene
191298	Rojola	Irene
193437	Rojola	Irene
196979	Rojola	Irene
197621	Rojola	Irene
198720	Rojola	Irene
199632	Rojola	Irene
3	Rojola	Aarno
206	Rojola	Aarno
1179	Rojola-Heinonen	Aarno
1866	Rojola	Aarno
5376	Rojola	Aarno
5443	Rojola	Aarno
5607	Rojola	Aarno
6469	Rojola	Aarno
7294	Rojola	Aarno
9461	Rojola	Aarno
9671	Rojola	Aarno
10094	Rojola	Aarno
11413	Rojola	Aarno
11738	Rojola	Aarno
12244	Rojola	Aarno
13047	Rojola	Aarno
15476	Rojola	Aarno
18407	Rojola	Aarno
24044	Rojola	Aarno
24066	Rojola	Aarno
26509	Rojola-Auvinen	Aarno
28292	Rojola	Aarno
30320	Rojola	Aarno
32094	Rojola	Aarno
37119	Rojola	Aarno
39437	Rojola	Aarno
40270	Rojola	Aarno
40600	Rojola	Aarno
42541	Rojola	Aarno
43285	Rojola	Aarno
45918	Laitamo-Rojola	Aarno
46519	Rojola	Aarno
47522	Rojola	Aarno
48664	Rojola	Aarno
50163	Rojola	Aarno
51065	Rojola	Aarno
53432	Rojola	Aarno
55375	Rojola	Aarno
55736	Ollikainen-Rojola	Aarno
56196	Rojola	Aarno
61538	Rojola	Aarno
64254	Rojola	Aarno
66363	Rojola	Aarno
66979	Rojola-Rajala	Aarno
68219	Rojola	Aarno
71215	Rojola	Aarno
71733	Rojola	Aarno
74971	Häkkinen-Rojola	Aarno
76212	Rojola	Aarno
79318	Rojola	Aarno
81227	Rojola	Aarno
81975	Rojola	Aarno
87081	Rojola	Aarno
88357	Rojola	Aarno
89019	Rojola	Aarno
91841	Rojola	Aarno
92299	Rojola	Aarno
97570	Rojola	Aarno
97630	Rojola	Aarno
99720	Rojola	Aarno
99753	Rojola	Aarno
107288	Rojola-Uutela	Aarno
110170	Rojola	Aarno
111197	Rojola	Aarno
111640	Wuotila-Rojola	Aarno
114982	Rojola	Aarno
115272	Rojola	Aarno
115298	Rojola	Aarno
115935	Rojola	Aarno
117692	Rojola	Aarno
123204	Rojola	Aarno
124259	Mottisenkangas-Rojola	Aarno
125850	Rojola	Aarno
126623	Rojola	Aarno
126819	Stepanov-Rojola	Aarno
129695	Rojola	Aarno
131459	Rojola	Aarno
132236	Rojola	Aarno
132745	Rojola	Aarno
135215	Rojola	Aarno
135299	Paavola-Rojola	Aarno
135519	Rojola	Aarno
136156	Rojola	Aarno
136834	Rojola	Aarno
136990	Rojola	Aarno
137027	Rojola	Aarno
146857	Rojola	Aarno
149258	Rojola	Aarno
149415	Rojola-Ruottinen	Aarno
152450	Rojola	Aarno
152539	Kohonen-Rojola	Aarno
152750	Rojola	Aarno
154835	Rojola	Aarno
155465	Rojola	Aarno
158957	Rojola	Aarno
159208	Rojola	Aarno
160085	Rojola-Kähkönen	Aarno
163554	Rojola	Aarno
164153	Rojola	Aarno
164918	Vanninen-Rojola	Aarno
168449	Rojola	Aarno
172311	Rojola	Aarno
173258	Rojola	Aarno
174364	Rojola	Aarno
175094	Rojola	Aarno
175253	Rojola	Aarno
176917	Rojola	Aarno
177825	Rojola	Aarno
178222	Rojola	Aarno
179838	Rojola	Aarno
180744	Rojola	Aarno
182603	Rojola	Aarno
183368	Rojola	Aarno
184592	Mynttinen-Rojola	Aarno
185206	Rojola	Aarno
186419	Rojola	Aarno
187117	Rojola	Aarno
190421	Rojola	Aarno
191298	Rojola	Aarno
193437	Rojola	Aarno
196979	Rojola	Aarno
197621	Rojola	Aarno
198720	Rojola	Aarno
199632	Rojola	Aarno
3	Rojola	Irmeli
206	Rojola	Irmeli
1179	Rojola-Heinonen	Irmeli
1866	Rojola	Irmeli
5376	Rojola	Irmeli
5443	Rojola	Irmeli
5607	Rojola	Irmeli
6469	Rojola	Irmeli
7294	Rojola	Irmeli
9461	Rojola	Irmeli
9671	Rojola	Irmeli
10094	Rojola	Irmeli
11413	Rojola	Irmeli
11738	Rojola	Irmeli
12244	Rojola	Irmeli
13047	Rojola	Irmeli
15476	Rojola	Irmeli
18407	Rojola	Irmeli
24044	Rojola	Irmeli
24066	Rojola	Irmeli
26509	Rojola-Auvinen	Irmeli
28292	Rojola	Irmeli
30320	Rojola	Irmeli
32094	Rojola	Irmeli
37119	Rojola	Irmeli
39437	Rojola	Irmeli
40270	Rojola	Irmeli
40600	Rojola	Irmeli
42541	Rojola	Irmeli
43285	Rojola	Irmeli
45918	Laitamo-Rojola	Irmeli
46519	Rojola	Irmeli
47522	Rojola	Irmeli
48664	Rojola	Irmeli
50163	Rojola	Irmeli
51065	Rojola	Irmeli
53432	Rojola	Irmeli
55375	Rojola	Irmeli
55736	Ollikainen-Rojola	Irmeli
56196	Rojola	Irmeli
61538	Rojola	Irmeli
64254	Rojola	Irmeli
66363	Rojola	Irmeli
66979	Rojola-Rajala	Irmeli
68219	Rojola	Irmeli
71215	Rojola	Irmeli
71733	Rojola	Irmeli
74971	Häkkinen-Rojola	Irmeli
76212	Rojola	Irmeli
79318	Rojola	Irmeli
81227	Rojola	Irmeli
81975	Rojola	Irmeli
87081	Rojola	Irmeli
88357	Rojola	Irmeli
89019	Rojola	Irmeli
91841	Rojola	Irmeli
92299	Rojola	Irmeli
97570	Rojola	Irmeli
97630	Rojola	Irmeli
99720	Rojola	Irmeli
99753	Rojola	Irmeli
107288	Rojola-Uutela	Irmeli
110170	Rojola	Irmeli
111197	Rojola	Irmeli
111640	Wuotila-Rojola	Irmeli
114982	Rojola	Irmeli
115272	Rojola	Irmeli
115298	Rojola	Irmeli
115935	Rojola	Irmeli
117692	Rojola	Irmeli
123204	Rojola	Irmeli
124259	Mottisenkangas-Rojola	Irmeli
125850	Rojola	Irmeli
126623	Rojola	Irmeli
126819	Stepanov-Rojola	Irmeli
129695	Rojola	Irmeli
131459	Rojola	Irmeli
132236	Rojola	Irmeli
132745	Rojola	Irmeli
135215	Rojola	Irmeli
135299	Paavola-Rojola	Irmeli
135519	Rojola	Irmeli
136156	Rojola	Irmeli
136834	Rojola	Irmeli
136990	Rojola	Irmeli
137027	Rojola	Irmeli
146857	Rojola	Irmeli
149258	Rojola	Irmeli
149415	Rojola-Ruottinen	Irmeli
152450	Rojola	Irmeli
152539	Kohonen-Rojola	Irmeli
152750	Rojola	Irmeli
154835	Rojola	Irmeli
155465	Rojola	Irmeli
158957	Rojola	Irmeli
159208	Rojola	Irmeli
160085	Rojola-Kähkönen	Irmeli
163554	Rojola	Irmeli
164153	Rojola	Irmeli
164918	Vanninen-Rojola	Irmeli
168449	Rojola	Irmeli
172311	Rojola	Irmeli
173258	Rojola	Irmeli
174364	Rojola	Irmeli
175094	Rojola	Irmeli
175253	Rojola	Irmeli
176917	Rojola	Irmeli
177825	Rojola	Irmeli
178222	Rojola	Irmeli
179838	Rojola	Irmeli
180744	Rojola	Irmeli
182603	Rojola	Irmeli
183368	Rojola	Irmeli
184592	Mynttinen-Rojola	Irmeli
185206	Rojola	Irmeli
186419	Rojola	Irmeli
187117	Rojola	Irmeli
190421	Rojola	Irmeli
191298	Rojola	Irmeli
193437	Rojola	Irmeli
196979	Rojola	Irmeli
197621	Rojola	Irmeli
198720	Rojola	Irmeli
199632	Rojola	Irmeli
3	Rojola	Sulo
206	Rojola	Sulo
1179	Rojola-Heinonen	Sulo
1866	Rojola	Sulo
5376	Rojola	Sulo
5443	Rojola	Sulo
5607	Rojola	Sulo
6469	Rojola	Sulo
7294	Rojola	Sulo
9461	Rojola	Sulo
9671	Rojola	Sulo
10094	Rojola	Sulo
11413	Rojola	Sulo
11738	Rojola	Sulo
12244	Rojola	Sulo
13047	Rojola	Sulo
15476	Rojola	Sulo
18407	Rojola	Sulo
24044	Rojola	Sulo
24066	Rojola	Sulo
26509	Rojola-Auvinen	Sulo
28292	Rojola	Sulo
30320	Rojola	Sulo
32094	Rojola	Sulo
37119	Rojola	Sulo
39437	Rojola	Sulo
40270	Rojola	Sulo
40600	Rojola	Sulo
42541	Rojola	Sulo
43285	Rojola	Sulo
45918	Laitamo-Rojola	Sulo
46519	Rojola	Sulo
47522	Rojola	Sulo
48664	Rojola	Sulo
50163	Rojola	Sulo
51065	Rojola	Sulo
53432	Rojola	Sulo
55375	Rojola	Sulo
55736	Ollikainen-Rojola	Sulo
56196	Rojola	Sulo
61538	Rojola	Sulo
64254	Rojola	Sulo
66363	Rojola	Sulo
66979	Rojola-Rajala	Sulo
68219	Rojola	Sulo
71215	Rojola	Sulo
71733	Rojola	Sulo
74971	Häkkinen-Rojola	Sulo
76212	Rojola	Sulo
79318	Rojola	Sulo
81227	Rojola	Sulo
81975	Rojola	Sulo
87081	Rojola	Sulo
88357	Rojola	Sulo
89019	Rojola	Sulo
91841	Rojola	Sulo
92299	Rojola	Sulo
97570	Rojola	Sulo
97630	Rojola	Sulo
99720	Rojola	Sulo
99753	Rojola	Sulo
107288	Rojola-Uutela	Sulo
110170	Rojola	Sulo
111197	Rojola	Sulo
111640	Wuotila-Rojola	Sulo
114982	Rojola	Sulo
115272	Rojola	Sulo
115298	Rojola	Sulo
115935	Rojola	Sulo
117692	Rojola	Sulo
123204	Rojola	Sulo
124259	Mottisenkangas-Rojola	Sulo
125850	Rojola	Sulo
126623	Rojola	Sulo
126819	Stepanov-Rojola	Sulo
129695	Rojola	Sulo
131459	Rojola	Sulo
132236	Rojola	Sulo
132745	Rojola	Sulo
135215	Rojola	Sulo
135299	Paavola-Rojola	Sulo
135519	Rojola	Sulo
136156	Rojola	Sulo
136834	Rojola	Sulo
136990	Rojola	Sulo
137027	Rojola	Sulo
146857	Rojola	Sulo
149258	Rojola	Sulo
149415	Rojola-Ruottinen	Sulo
152450	Rojola	Sulo
152539	Kohonen-Rojola	Sulo
152750	Rojola	Sulo
154835	Rojola	Sulo
155465	Rojola	Sulo
158957	Rojola	Sulo
159208	Rojola	Sulo
160085	Rojola-Kähkönen	Sulo
163554	Rojola	Sulo
164153	Rojola	Sulo
164918	Vanninen-Rojola	Sulo
168449	Rojola	Sulo
172311	Rojola	Sulo
173258	Rojola	Sulo
174364	Rojola	Sulo
175094	Rojola	Sulo
175253	Rojola	Sulo
176917	Rojola	Sulo
177825	Rojola	Sulo
178222	Rojola	Sulo
179838	Rojola	Sulo
180744	Rojola	Sulo
182603	Rojola	Sulo
183368	Rojola	Sulo
184592	Mynttinen-Rojola	Sulo
185206	Rojola	Sulo
186419	Rojola	Sulo
187117	Rojola	Sulo
190421	Rojola	Sulo
191298	Rojola	Sulo
193437	Rojola	Sulo
196979	Rojola	Sulo
197621	Rojola	Sulo
198720	Rojola	Sulo
199632	Rojola	Sulo
3	Rojola	Rauna
206	Rojola	Rauna
1179	Rojola-Heinonen	Rauna
1866	Rojola	Rauna
5376	Rojola	Rauna
5443	Rojola	Rauna
5607	Rojola	Rauna
6469	Rojola	Rauna
7294	Rojola	Rauna
9461	Rojola	Rauna
9671	Rojola	Rauna
10094	Rojola	Rauna
11413	Rojola	Rauna
11738	Rojola	Rauna
12244	Rojola	Rauna
13047	Rojola	Rauna
15476	Rojola	Rauna
18407	Rojola	Rauna
24044	Rojola	Rauna
24066	Rojola	Rauna
26509	Rojola-Auvinen	Rauna
28292	Rojola	Rauna
30320	Rojola	Rauna
32094	Rojola	Rauna
37119	Rojola	Rauna
39437	Rojola	Rauna
40270	Rojola	Rauna
40600	Rojola	Rauna
42541	Rojola	Rauna
43285	Rojola	Rauna
45918	Laitamo-Rojola	Rauna
46519	Rojola	Rauna
47522	Rojola	Rauna
48664	Rojola	Rauna
50163	Rojola	Rauna
51065	Rojola	Rauna
53432	Rojola	Rauna
55375	Rojola	Rauna
55736	Ollikainen-Rojola	Rauna
56196	Rojola	Rauna
61538	Rojola	Rauna
64254	Rojola	Rauna
66363	Rojola	Rauna
66979	Rojola-Rajala	Rauna
68219	Rojola	Rauna
71215	Rojola	Rauna
71733	Rojola	Rauna
74971	Häkkinen-Rojola	Rauna
76212	Rojola	Rauna
79318	Rojola	Rauna
81227	Rojola	Rauna
81975	Rojola	Rauna
87081	Rojola	Rauna
88357	Rojola	Rauna
89019	Rojola	Rauna
91841	Rojola	Rauna
92299	Rojola	Rauna
97570	Rojola	Rauna
97630	Rojola	Rauna
99720	Rojola	Rauna
99753	Rojola	Rauna
107288	Rojola-Uutela	Rauna
110170	Rojola	Rauna
111197	Rojola	Rauna
111640	Wuotila-Rojola	Rauna
114982	Rojola	Rauna
115272	Rojola	Rauna
115298	Rojola	Rauna
115935	Rojola	Rauna
117692	Rojola	Rauna
123204	Rojola	Rauna
124259	Mottisenkangas-Rojola	Rauna
125850	Rojola	Rauna
126623	Rojola	Rauna
126819	Stepanov-Rojola	Rauna
129695	Rojola	Rauna
131459	Rojola	Rauna
132236	Rojola	Rauna
132745	Rojola	Rauna
135215	Rojola	Rauna
135299	Paavola-Rojola	Rauna
135519	Rojola	Rauna
136156	Rojola	Rauna
136834	Rojola	Rauna
136990	Rojola	Rauna
137027	Rojola	Rauna
146857	Rojola	Rauna
149258	Rojola	Rauna
149415	Rojola-Ruottinen	Rauna
152450	Rojola	Rauna
152539	Kohonen-Rojola	Rauna
152750	Rojola	Rauna
154835	Rojola	Rauna
155465	Rojola	Rauna
158957	Rojola	Rauna
159208	Rojola	Rauna
160085	Rojola-Kähkönen	Rauna
163554	Rojola	Rauna
164153	Rojola	Rauna
164918	Vanninen-Rojola	Rauna
168449	Rojola	Rauna
172311	Rojola	Rauna
173258	Rojola	Rauna
174364	Rojola	Rauna
175094	Rojola	Rauna
175253	Rojola	Rauna
176917	Rojola	Rauna
177825	Rojola	Rauna
178222	Rojola	Rauna
179838	Rojola	Rauna
180744	Rojola	Rauna
182603	Rojola	Rauna
183368	Rojola	Rauna
184592	Mynttinen-Rojola	Rauna
185206	Rojola	Rauna
186419	Rojola	Rauna
187117	Rojola	Rauna
190421	Rojola	Rauna
191298	Rojola	Rauna
193437	Rojola	Rauna
196979	Rojola	Rauna
197621	Rojola	Rauna
198720	Rojola	Rauna
199632	Rojola	Rauna
3	Rojola	Torsti
206	Rojola	Torsti
1179	Rojola-Heinonen	Torsti
1866	Rojola	Torsti
5376	Rojola	Torsti
5443	Rojola	Torsti
5607	Rojola	Torsti
6469	Rojola	Torsti
7294	Rojola	Torsti
9461	Rojola	Torsti
9671	Rojola	Torsti
10094	Rojola	Torsti
11413	Rojola	Torsti
11738	Rojola	Torsti
12244	Rojola	Torsti
13047	Rojola	Torsti
15476	Rojola	Torsti
